orderid,orderdate,unitcost,price,orderqty,costofsales,productname,brandname,state
1218,5/15/2013,269.9871175,1299,24,6479.69082,WWI Laptop19W X0196 Blue,Wide World Importers,Jigawa
2900,3/18/2013,114.4969001,1299,10,1144.969001,WWI Laptop19W X0196 Blue,Wide World Importers,Gombe
2169,5/24/2013,18.90985704,255,10,189.0985704,Proseware Laptop15 M510 Black,Proseware,Borno
3425,1/14/2013,22.43657446,382.95,9,201.9291702,Proseware Laptop12 M210 Black,Proseware,Benue
7300,8/25/2013,61.33146149,599,12,735.9775379,Proseware Laptop16 M610 Black,Proseware,Ogun
7330,02-02-14,1.264691832,599,9,11.38222649,Proseware Laptop16 M610 Black,Proseware,Bauchi
470,11/26/2013,122.7005573,599,13,1595.107244,Proseware Laptop16 M610 Black,Proseware,Sokoto
1107,12/24/2013,261.2482806,599,13,3396.227648,Proseware Laptop16 M610 Black,Proseware,Adamawa
2657,4/29/2013,306.7767322,599,10,3067.767322,Proseware Laptop16 M610 Black,Proseware,Katsina
289,4/23/2012,262.4141404,758,10,2624.141404,Proseware Laptop15.4W M518 Black,Proseware,Kaduna
933,11/24/2012,378.6511602,1299,13,4922.465083,Proseware Laptop19W X910 White,Proseware,Jigawa
7238,12-12-13,519.263415,599,9,4673.370735,Proseware Laptop16 M610 White,Proseware,Osun
2305,04-10-12,24.18888723,599,10,241.8888723,Proseware Laptop16 M610 White,Proseware,Lagos
2884,10-12-13,40.5666079,599,8,324.5328632,Proseware Laptop16 M610 White,Proseware,Bayelsa
2195,12/13/2013,59.66167661,77.68,18,1073.910179,Proseware Laptop15.4W M518 White,Proseware,Abia
7722,4/17/2014,233.5663887,326,20,4671.327774,Proseware Laptop8.9 E089 White,Proseware,Nasarawa
1677,01-02-13,308.9814841,326,8,2471.851873,Proseware Laptop8.9 E089 White,Proseware,Yobe
2029,8/15/2012,259.1203168,326,6,1554.721901,Proseware Laptop8.9 E089 White,Proseware,FCT
2804,3/31/2012,12.59146227,326,6,75.54877364,Proseware Laptop8.9 E089 White,Proseware,Benue
3092,12/21/2013,331.9434456,326,16,5311.095129,Proseware Laptop8.9 E089 White,Proseware,Ogun
1283,12/18/2013,218.148599,969,9,1963.337391,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Enugu
1875,05-02-14,380.3188891,969,10,3803.188891,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Jigawa
486,09-06-12,192.4022551,269.95,12,2308.827061,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Nasarawa
850,1/16/2012,73.85839406,269.95,12,886.3007287,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Rivers
1929,12/25/2011,69.77821205,269.95,12,837.3385446,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Kogi
2228,12/18/2011,8.399853846,21.57,4,33.59941538,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Lagos
90,11-02-14,316.9938057,499.9,13,4120.919474,Adventure Works Desktop PC1.80 ED182 Silver,Adventure Works,Nasarawa
911,3/18/2012,118.3093403,499.9,27,3194.352189,Adventure Works Desktop PC1.80 ED182 Silver,Adventure Works,Imo
1335,1/21/2012,380.2893918,499.9,27,10267.81358,Adventure Works Desktop PC1.80 ED182 Silver,Adventure Works,Imo
366,1/22/2012,363.8804666,469,27,9824.772599,Adventure Works Desktop PC3.0 MS300 Silver,Adventure Works,Kebbi
832,8/26/2014,153.1506463,469,12,1837.807756,Adventure Works Desktop PC3.0 MS300 Silver,Adventure Works,Ondo
1293,11/23/2012,266.8970961,469,39,10408.98675,Adventure Works Desktop PC3.0 MS300 Silver,Adventure Works,Anambra
1711,7/31/2014,179.7752424,969,6,1078.651455,Adventure Works Desktop PC2.33 XD233 Black,Adventure Works,Yobe
899,2/21/2013,449.220133,599,18,8085.962394,Adventure Works Desktop PC2.30 MD230 Black,Adventure Works,Zamfara 
1792,5/26/2014,546.4697012,599,12,6557.636415,Adventure Works Desktop PC2.30 MD230 Black,Adventure Works,Abia
956,7/18/2014,166.8943532,269.95,24,4005.464477,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Niger
2107,1/18/2013,91.74450224,269.95,24,2201.868054,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Yobe
2987,08-07-12,129.3096182,369,36,4655.146257,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Adamawa
1988,6/19/2014,16.67301675,21.57,24,400.1524019,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Katsina
2629,3/15/2013,11.0597826,21.57,24,265.4347825,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Ekiti
188,10/23/2012,225.4322417,469,39,8791.857425,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Rivers
877,1/29/2014,21.90995207,469,18,394.3791372,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Oyo
1028,4/17/2013,183.639207,469,20,3672.78414,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Bauchi
3102,12/24/2012,233.9912754,469,26,6083.773161,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Nasarawa
3298,06-02-12,112.7722684,469,30,3383.168052,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Imo
7461,2/18/2013,466.4693862,599.9,48,22390.53054,Adventure Works Desktop PC2.30 MD230 Brown,Adventure Works,Kogi
2577,1/21/2013,271.6211677,269.95,18,4889.181018,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Osun
2778,1/16/2014,226.1905719,269.95,18,4071.430295,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Kebbi
3000,05-06-13,17.92060375,269.95,40,716.8241499,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Kogi
1944,07-02-12,11.92253442,369,36,429.211239,Adventure Works Desktop PC1.80 ED180 Brown,Adventure Works,Lagos
7632,01-02-12,162.1497686,269.95,12,1945.797223,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,Bauchi
1393,9/21/2013,78.08050727,269.95,20,1561.610145,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,FCT
572,8/19/2014,196.0723411,369,10,1960.723411,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,Yobe
1955,3/27/2012,35.63010246,369,36,1282.683688,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,Katsina
1962,4/13/2014,121.8747987,369,10,1218.747987,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,Katsina
2918,12/19/2011,343.4924117,499.9,24,8243.817881,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Kebbi
647,10/17/2013,252.1511239,559,16,4034.417982,WWI Desktop PC2.30 M2300 Brown,Wide World Importers,Kebbi
2448,11-09-13,412.7992967,559,26,10732.78172,WWI Desktop PC2.30 M2300 Brown,Wide World Importers,Sokoto
894,06-01-12,42.29070022,219.95,18,761.232604,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Taraba
3212,10/27/2012,186.2488753,219.95,18,3352.479756,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,FCT
3358,08-07-13,150.8876908,219.95,24,3621.304579,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Plateau
1063,10-04-12,37.72195236,229.9,15,565.8292854,WWI Desktop PC1.80 E1800 Brown,Wide World Importers,Osun
2014,4/27/2014,231.16654,229.9,20,4623.3308,WWI Desktop PC1.80 E1800 Brown,Wide World Importers,Bayelsa
3329,6/23/2012,172.0624447,229.9,18,3097.124005,WWI Desktop PC1.80 E1800 Brown,Wide World Importers,Bauchi
1857,5/17/2014,167.8955973,559,10,1678.955973,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Borno
2299,12/14/2012,269.8664135,559,18,4857.595444,WWI Desktop PC2.30 M2300 Black,Wide World Importers,FCT
65,7/21/2012,115.5727295,219.95,18,2080.309131,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Kano
308,06-12-13,54.2856037,219.95,40,2171.424148,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Bauchi
1592,2/23/2012,36.438326,219.95,24,874.519824,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Oyo
1741,1/28/2012,167.988241,219.95,12,2015.858892,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Taraba
7490,05-03-12,112.8551287,229.9,30,3385.653862,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Bauchi
1395,9/21/2014,182.1683953,229.9,20,3643.367906,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Borno
2394,12/25/2013,12.18642001,349,9,109.6777801,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Borno
874,7/22/2014,351.7098663,919,6,2110.259198,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Akwa Ibom
7588,05-05-12,37.01227246,219.95,15,555.184087,WWI Desktop PC1.60 E1600 Red,Wide World Importers,FCT
966,12/16/2011,76.71032147,219.95,12,920.5238576,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Bauchi
2643,07-04-12,83.03170954,219.95,18,1494.570772,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Imo
1347,04-02-14,121.0670735,229.9,20,2421.34147,WWI Desktop PC1.80 E1800 Silver,Wide World Importers,Nasarawa
7342,10/18/2013,222.8137046,219.95,26,5793.156321,WWI Desktop PC1.60 E1600 White,Wide World Importers,Oyo
1470,01-05-12,179.6824728,219.95,12,2156.189674,WWI Desktop PC1.60 E1600 White,Wide World Importers,Yobe
3182,10/29/2012,52.28181753,219.95,12,627.3818104,WWI Desktop PC1.60 E1600 White,Wide World Importers,Kaduna
3248,4/18/2013,105.1724844,219.95,20,2103.449689,WWI Desktop PC1.60 E1600 White,Wide World Importers,Yobe
586,5/23/2014,271.6454226,269.9,40,10865.8169,WWI Desktop PC1.80 E1801 White,Wide World Importers,Delta
2598,11/13/2014,99.08062598,619,26,2576.096275,Proseware LCD22 M2000 Black,Proseware,Bayelsa
2170,3/22/2014,173.4906838,199.9,10,1734.906838,Proseware LCD19 E1000 Black,Proseware,Gombe
7397,4/21/2012,79.84546528,179,10,798.4546528,Proseware LCD19W M100 Black,Proseware,Osun
630,07-01-13,81.88761489,99,12,982.6513786,Proseware LCD17 E200 Black,Proseware,Ekiti
2443,12/22/2013,77.09655042,99,78,6013.530933,Proseware LCD17 E200 Black,Proseware,Enugu
2809,09-04-12,57.4653508,99,5,287.326754,Proseware LCD17 E200 Black,Proseware,Osun
1981,03-01-12,8.707666898,129,4,34.83066759,Proseware LCD17W E202 Black,Proseware,Nasarawa
2828,01-03-13,67.92702946,99,9,611.3432651,Proseware LCD15 E103 Black,Proseware,Jigawa
666,9/25/2014,38.45260364,59,16,615.2416582,Proseware CRT17 E104 Black,Proseware,Taraba
3384,1/27/2012,58.56830812,59,4,234.2732325,Proseware CRT17 E104 Black,Proseware,Edo
2170,3/22/2014,173.4906838,199.9,10,1734.906838,Proseware CRT15 E10 Black,Proseware,Gombe
7236,11-04-13,171.5686481,279,13,2230.392425,Proseware LCD20W M230 White,Proseware,Edo
7527,12/27/2012,166.413874,279,9,1497.724866,Proseware LCD20W M230 White,Proseware,Oyo
7431,10/24/2013,31.23870987,139,16,499.8193578,Proseware LCD19 E1000 White,Proseware,Ondo
165,04-02-14,114.7157916,179,9,1032.442125,Proseware LCD19W M100 White,Proseware,Jigawa
1466,4/29/2012,0.925486386,99,5,4.627431929,Proseware LCD17 E200 White,Proseware,Zamfara 
3378,11/15/2013,28.54816478,99,13,371.1261421,Proseware LCD15 E103 White,Proseware,Imo
2803,06-06-13,25.46965308,69,12,305.635837,Proseware CRT19 E201 White,Proseware,Benue
7552,5/18/2013,9.019593345,49,10,90.19593345,Proseware CRT15 E10 White,Proseware,Kwara
315,12/26/2011,38.65950457,49,4,154.6380183,Proseware CRT15 E10 White,Proseware,FCT
453,8/24/2013,5.332335146,49,9,47.99101632,Proseware CRT15 E10 White,Proseware,Osun
876,12/26/2011,2.454513973,49,16,39.27222357,Proseware CRT15 E10 White,Proseware,Niger
3094,3/20/2012,26.50595841,49,5,132.529792,Proseware CRT15 E10 White,Proseware,Plateau
502,06-04-13,401.9521127,679,10,4019.521127,Adventure Works LCD22W M200 Black,Adventure Works,Borno
2711,5/31/2012,141.3861251,139,5,706.9306253,Adventure Works LCD19 E108 Black,Adventure Works,Adamawa
620,12/14/2013,61.55744484,179,9,554.0170035,Adventure Works LCD19W M100 Black,Adventure Works,Ondo
7450,03-06-12,95.66675215,129,4,382.6670086,Adventure Works LCD17W E203 Black,Adventure Works,Adamawa
2729,12/19/2011,66.74618366,129,4,266.9847346,Adventure Works LCD17W E203 Black,Adventure Works,Akwa Ibom
1891,8/16/2012,68.3663031,77.68,4,273.4652124,Adventure Works LCD15 E100 Black,Adventure Works,Ekiti
7375,4/13/2013,55.23762639,59,10,552.3762639,Adventure Works CRT17 E105 Black,Adventure Works,Cross River
112,9/21/2014,54.14528799,59,16,866.3246079,Adventure Works CRT17 E105 Black,Adventure Works,Sokoto
591,12/19/2012,11.93775825,59,9,107.4398242,Adventure Works CRT17 E105 Black,Adventure Works,Ondo
1893,6/30/2014,96.12144568,619,12,1153.457348,Adventure Works LCD22 M200 White,Adventure Works,Kano
3067,4/17/2013,294.3920885,619,10,2943.920885,Adventure Works LCD22 M200 White,Adventure Works,Kebbi
7520,7/14/2014,183.2858975,259,12,2199.43077,Adventure Works LCD20 M210 White,Adventure Works,Delta
1796,10-08-13,202.631981,259,13,2634.215753,Adventure Works LCD20 M210 White,Adventure Works,FCT
403,06-02-12,107.9108375,179,10,1079.108375,Adventure Works LCD19W M100 White,Adventure Works,Enugu
2270,08-11-12,96.84856857,179,10,968.4856857,Adventure Works LCD19W M100 White,Adventure Works,Ebonyi
7590,10-06-12,84.67354479,99,6,508.0412687,Adventure Works LCD17 E200 White,Adventure Works,Kaduna
3427,11/17/2012,81.42039018,99,6,488.5223411,Adventure Works LCD17 E200 White,Adventure Works,Imo
791,04-09-13,123.2295027,129,10,1232.295027,Adventure Works LCD17W E203 White,Adventure Works,Ebonyi
2041,11-07-14,85.10261833,129,26,2212.668077,Adventure Works LCD17W E203 White,Adventure Works,Kebbi
2514,7/18/2012,90.67441564,129,6,544.0464938,Adventure Works LCD17W E203 White,Adventure Works,FCT
3252,07-12-12,4.860835848,129,6,29.16501509,Adventure Works LCD17W E203 White,Adventure Works,Enugu
253,11/27/2012,91.5638732,99,6,549.3832392,Adventure Works LCD15 E100 White,Adventure Works,Delta
443,04-01-12,23.51228335,99,5,117.5614167,Adventure Works LCD15 E100 White,Adventure Works,Imo
1399,07-08-12,13.63695161,99,5,68.18475806,Adventure Works LCD15 E100 White,Adventure Works,Zamfara 
683,7/18/2012,5.550597974,69,4,22.2023919,Adventure Works CRT19 E10 White,Adventure Works,Cross River
1967,5/30/2012,29.50424956,69,10,295.0424956,Adventure Works CRT19 E10 White,Adventure Works,Nasarawa
7331,12/28/2012,249.5458723,819,16,3992.733957,WWI LCD24 X300 Black,Wide World Importers,Imo
549,5/22/2013,210.2339429,819,10,2102.339429,WWI LCD24 X300 Black,Wide World Importers,Kebbi
592,12/27/2013,93.56787735,819,9,842.1108962,WWI LCD24 X300 Black,Wide World Importers,Bayelsa
1304,9/17/2012,270.5062044,819,8,2164.049635,WWI LCD24 X300 Black,Wide World Importers,Ebonyi
2904,10-04-13,56.1494058,819,10,561.494058,WWI LCD24 X300 Black,Wide World Importers,Kano
7684,10/20/2014,235.5365383,619,26,6123.949997,WWI LCD22 M2002 Black,Wide World Importers,Plateau
19,6/20/2013,374.352682,619,12,4492.232184,WWI LCD22 M2002 Black,Wide World Importers,Borno
558,05-11-14,338.3680456,619,10,3383.680456,WWI LCD22 M2002 Black,Wide World Importers,Taraba
7413,12/13/2013,171.0129459,679,13,2223.168296,WWI LCD22W M2003 Black,Wide World Importers,Yobe
529,11/19/2013,27.12721847,259,13,352.6538402,WWI LCD20 M220 Black,Wide World Importers,Rivers
2067,9/23/2014,40.24863996,259,10,402.4863996,WWI LCD20 M220 Black,Wide World Importers,Bauchi
2271,05-07-14,111.8991331,279,20,2237.982663,WWI LCD20W M250 Black,Wide World Importers,Edo
3259,2/18/2014,175.3637207,279,9,1578.273486,WWI LCD20W M250 Black,Wide World Importers,Lagos
7655,10/31/2014,25.01444646,179,16,400.2311434,WWI LCD19W M100 Black,Wide World Importers,Ekiti
500,7/28/2012,78.92851328,179,9,710.3566195,WWI LCD19W M100 Black,Wide World Importers,Oyo
3155,11-03-13,138.0643773,179,13,1794.836905,WWI LCD19W M100 Black,Wide World Importers,Kebbi
2853,01-05-14,93.45396606,129,18,1682.171389,WWI LCD17W E200 Black,Wide World Importers,Oyo
3350,3/30/2012,122.9737829,819,10,1229.737829,WWI LCD24 X300 White,Wide World Importers,Nasarawa
1700,11-07-14,262.541897,679,13,3413.044661,WWI LCD22W M2003 White,Wide World Importers,Enugu
2698,10/21/2014,226.1257129,279,13,2939.634268,WWI LCD20W M250 White,Wide World Importers,FCT
7679,11/28/2014,5.492274847,179,13,71.39957301,WWI LCD19W M100 White,Wide World Importers,FCT
949,9/30/2014,44.3492508,179,8,354.7940064,WWI LCD19W M100 White,Wide World Importers,Akwa Ibom
3191,04-08-14,121.6790069,179,10,1216.790069,WWI LCD19W M100 White,Wide World Importers,Ondo
648,10/29/2013,13.63355663,99,24,327.2053592,WWI LCD17 E205 White,Wide World Importers,Bayelsa
2757,07-06-14,61.60209356,99,24,1478.450246,WWI LCD17 E205 White,Wide World Importers,Cross River
2385,07-01-12,90.91712503,129,15,1363.756876,WWI LCD17W E200 White,Wide World Importers,Gombe
7574,10-04-12,1424.458072,2499,10,14244.58072,Proseware Projector 1080p DLP86 Black,Proseware,Osun
2116,4/29/2012,703.5899751,2499,10,7035.899751,Proseware Projector 1080p DLP86 Black,Proseware,Kebbi
519,6/18/2012,523.9906905,699,12,6287.888287,Proseware Projector 720p LCD56 Black,Proseware,Oyo
2243,09-02-13,315.8975734,999,10,3158.975734,Proseware Projector 720p DLP56 Black,Proseware,Jigawa
12,04-02-12,166.5862262,229,10,1665.862262,Proseware Projector 480p LCD12 Black,Proseware,Katsina
1599,10/18/2012,41.10941442,229,13,534.4223874,Proseware Projector 480p LCD12 Black,Proseware,Kogi
2329,10/16/2014,21.50801553,229,13,279.6042019,Proseware Projector 480p LCD12 Black,Proseware,Ondo
2786,01-01-12,43.15904263,229,8,345.272341,Proseware Projector 480p LCD12 Black,Proseware,Kaduna
56,11/30/2012,112.7621577,499,8,902.0972617,Proseware Projector 480p DLP12 Black,Proseware,Zamfara 
580,6/29/2014,191.3231507,499,12,2295.877808,Proseware Projector 480p DLP12 Black,Proseware,Kano
1877,9/29/2012,333.8311384,499,16,5341.298215,Proseware Projector 480p DLP12 Black,Proseware,Plateau
2341,10/30/2012,495.0685046,499,8,3960.548037,Proseware Projector 480p DLP12 Black,Proseware,Imo
3193,8/28/2013,438.4877568,499,10,4384.877568,Proseware Projector 480p DLP12 Black,Proseware,Bauchi
1274,5/21/2014,211.9702344,459,12,2543.642813,Proseware Screen 125in X1609 Black,Proseware,Nasarawa
7533,6/26/2012,115.9054531,139,6,695.4327189,Proseware Screen 85in E1010 Black,Proseware,Ogun
2532,3/16/2013,134.1419983,139,10,1341.419983,Proseware Screen 85in E1010 Black,Proseware,Delta
1891,8/16/2012,68.3663031,77.68,4,273.4652124,Proseware Screen 80in E1010 Black,Proseware,Ekiti
7319,2/21/2014,127.927705,2295,9,1151.349345,Proseware Projector 1080p LCD86 White,Proseware,Oyo
414,4/17/2013,1492.678359,2499,10,14926.78359,Proseware Projector 1080p DLP86 White,Proseware,Borno
1992,12-10-12,914.0012068,2499,13,11882.01569,Proseware Projector 1080p DLP86 White,Proseware,Yobe
3078,03-02-12,880.6733015,2499,9,7926.059713,Proseware Projector 1080p DLP86 White,Proseware,Nasarawa
849,7/23/2014,394.5959241,499,10,3945.959241,Proseware Projector 480p DLP12 White,Proseware,Cross River
1022,05-04-14,436.7594749,499,10,4367.594749,Proseware Projector 480p DLP12 White,Proseware,Abia
3117,11-06-12,113.5236093,499,8,908.1888745,Proseware Projector 480p DLP12 White,Proseware,Bayelsa
1930,1/28/2012,109.1790961,190,6,655.0745768,Proseware Screen 100in M1609 White,Proseware,Niger
1961,06-06-12,34.18329208,190,6,205.0997525,Proseware Screen 100in M1609 White,Proseware,Zamfara 
2064,10/26/2012,68.48884306,190,6,410.9330584,Proseware Screen 100in M1609 White,Proseware,Kano
2370,8/24/2014,25.75732528,190,24,618.1758068,Proseware Screen 100in M1609 White,Proseware,Ebonyi
3190,10-02-12,86.49433923,190,5,432.4716961,Proseware Screen 100in M1609 White,Proseware,Yobe
7305,3/19/2013,42.99845838,139,9,386.9861255,Proseware Screen 85in E1010 White,Proseware,Enugu
3265,8/23/2013,23.42235345,139,10,234.2235345,Proseware Screen 85in E1010 White,Proseware,Kebbi
7707,08-08-14,71.04649022,109,48,3410.231531,Proseware Screen 80in E1010 White,Proseware,FCT
1353,6/19/2012,1247.525474,2295,12,14970.30569,Proseware Projector 1080p LCD86 Silver,Proseware,Imo
2477,6/17/2012,930.8781695,2295,12,11170.53803,Proseware Projector 1080p LCD86 Silver,Proseware,Adamawa
49,12/17/2011,1347.512769,2499,9,12127.61492,Proseware Projector 1080p DLP86 Silver,Proseware,Benue
1855,6/26/2012,1252.519428,2499,12,15030.23313,Proseware Projector 1080p DLP86 Silver,Proseware,Imo
2914,02-04-12,8.749594389,2499,12,104.9951327,Proseware Projector 1080p DLP86 Silver,Proseware,Borno
203,7/17/2012,386.3446332,699,9,3477.101699,Proseware Projector 720p LCD56 Silver,Proseware,Bayelsa
675,8/23/2014,159.6340776,229,12,1915.608931,Proseware Projector 480p LCD12 Silver,Proseware,Kwara
1997,12/27/2011,205.7377272,229,9,1851.639545,Proseware Projector 480p LCD12 Silver,Proseware,Akwa Ibom
3192,8/25/2014,187.0687079,229,12,2244.824495,Proseware Projector 480p LCD12 Silver,Proseware,Ogun
3335,01-07-12,35.40661241,229,24,849.7586978,Proseware Projector 480p LCD12 Silver,Proseware,Zamfara 
2703,2/18/2014,45.97882871,499,9,413.8094584,Proseware Projector 480p DLP12 Silver,Proseware,Plateau
24,02-07-13,89.3490641,190,9,804.1415769,Proseware Screen 100in M1609 Silver,Proseware,Kwara
1388,05-02-12,24.56433315,190,10,245.6433315,Proseware Screen 100in M1609 Silver,Proseware,Adamawa
1892,11/14/2012,3.335839458,190,6,20.01503675,Proseware Screen 100in M1609 Silver,Proseware,Jigawa
2591,03-02-14,71.00988057,95.95,9,639.0889252,Proseware Screen 85in E1010 Silver,Proseware,Imo
484,07-06-12,9.699464706,109,6,58.19678824,Proseware Screen 80in E1010 Silver,Proseware,Niger
3044,02-04-13,110.5087313,109,9,994.5785819,Proseware Screen 80in E1010 Silver,Proseware,FCT
3263,05-08-14,62.58337854,109,24,1502.001085,Proseware Screen 80in E1010 Silver,Proseware,Kaduna
964,09-07-13,1071.575113,2295,10,10715.75113,Contoso Projector 1080p X980 Black,Contoso,Jigawa
2568,1/28/2014,1314.0432,2295,9,11826.3888,Contoso Projector 1080p X980 Black,Contoso,Taraba
2743,3/14/2012,250.7853011,2295,10,2507.853011,Contoso Projector 1080p X980 Black,Contoso,Delta
468,10/21/2014,643.3803925,999,13,8363.945102,Contoso Projector 720p M621 Black,Contoso,Ebonyi
726,11-01-12,17.9142323,229,13,232.8850199,Contoso Projector 480p M480 Black,Contoso,Delta
896,4/24/2014,6.417240175,229,10,64.17240175,Contoso Projector 480p M480 Black,Contoso,Ogun
1776,2/24/2012,66.12849227,229,9,595.1564304,Contoso Projector 480p M480 Black,Contoso,Rivers
3381,4/22/2013,119.1114921,229,10,1191.114921,Contoso Projector 480p M480 Black,Contoso,Katsina
2500,2/13/2013,89.23645665,190,9,803.1281098,Contoso Screen 100in E010 Black,Contoso,Ekiti
2847,02-01-12,47.07426136,190,4,188.2970455,Contoso Screen 100in E010 Black,Contoso,Delta
2071,5/26/2012,53.3726413,139,5,266.8632065,Contoso Screen 85in E085 Black,Contoso,Rivers
2072,9/25/2012,127.8160398,139,5,639.0801992,Contoso Screen 85in E085 Black,Contoso,Bauchi
82,6/13/2012,864.1620285,999,12,10369.94434,Contoso Projector 720p M621 White,Contoso,Katsina
1691,9/22/2013,613.1817491,999,8,4905.453993,Contoso Projector 720p M621 White,Contoso,Osun
863,1/24/2012,128.4196863,229,36,4623.108707,Contoso Projector 480p M480 White,Contoso,Kwara
2827,12/28/2011,221.5936194,229,36,7977.3703,Contoso Projector 480p M480 White,Contoso,Delta
3016,12/23/2013,242.5333578,459,9,2182.80022,Contoso Screen 125in M250 White,Contoso,Ondo
2928,9/28/2013,160.3191554,251,8,1282.553243,Contoso Screen 106in M060 White,Contoso,Taraba
195,12-06-13,95.37689829,139,26,2479.799356,Contoso Screen 85in E085 White,Contoso,Cross River
360,9/26/2014,23.82617054,139,20,476.5234107,Contoso Screen 85in E085 White,Contoso,Plateau
1272,12/26/2011,115.7885344,139,4,463.1541375,Contoso Screen 85in E085 White,Contoso,Ekiti
609,12/20/2011,3.464094538,109,12,41.56913445,Contoso Screen 80in E080 White,Contoso,Lagos
2311,8/25/2012,82.67872783,109,6,496.072367,Contoso Screen 80in E080 White,Contoso,Ogun
2363,2/17/2014,6.921894026,109,18,124.5940925,Contoso Screen 80in E080 White,Contoso,Benue
903,04-11-14,61.27277236,2295,6,367.6366342,Contoso Projector 1080p X980 Silver,Contoso,Kogi
2628,07-04-12,436.277376,2295,12,5235.328512,Contoso Projector 1080p X980 Silver,Contoso,Jigawa
3313,1/20/2013,1063.726036,2295,24,25529.42487,Contoso Projector 1080p X980 Silver,Contoso,Rivers
2310,5/13/2012,731.7175865,999,10,7317.175865,Contoso Projector 720p M621 Silver,Contoso,Niger
7606,12-11-11,22.54133377,229,9,202.8720039,Contoso Projector 480p M480 Silver,Contoso,Delta
422,3/25/2014,70.38963093,229,12,844.6755712,Contoso Projector 480p M480 Silver,Contoso,Katsina
1217,10-01-12,197.6158324,229,10,1976.158324,Contoso Projector 480p M480 Silver,Contoso,Benue
907,11/26/2012,131.0998737,499,13,1704.298358,Contoso Projector 480p M481 Silver,Contoso,Oyo
1069,05-02-13,331.1775292,499,12,3974.13035,Contoso Projector 480p M481 Silver,Contoso,Ogun
1422,8/13/2014,252.2982714,299,9,2270.684442,Contoso Screen 113in M251 Silver,Contoso,Ekiti
2228,12/18/2011,8.399853846,21.57,4,33.59941538,Contoso Screen 106in M060 Silver,Contoso,Lagos
1452,11-05-13,121.5484965,190,13,1580.130454,Contoso Screen 100in E010 Silver,Contoso,Jigawa
3431,12/19/2012,102.9558789,190,26,2676.852851,Contoso Screen 100in E010 Silver,Contoso,Sokoto
856,7/28/2014,33.02601964,139,24,792.6244713,Contoso Screen 85in E085 Silver,Contoso,Bayelsa
3167,5/18/2013,117.0437909,139,20,2340.875818,Contoso Screen 85in E085 Silver,Contoso,Kaduna
215,11/16/2014,589.8661358,2295,6,3539.196815,WWI Projector 1080p LCD86 Black,Wide World Importers,Abia
1021,03-11-14,714.6564063,2295,18,12863.81531,WWI Projector 1080p LCD86 Black,Wide World Importers,Lagos
1966,03-10-12,590.1730454,699,10,5901.730454,WWI Projector 720p LCD56 Black,Wide World Importers,Yobe
2701,02-03-12,52.46029701,699,9,472.1426731,WWI Projector 720p LCD56 Black,Wide World Importers,Nasarawa
2086,10/26/2014,795.2568568,2499,6,4771.541141,WWI Projector 1080p DLP86 Silver,Wide World Importers,Ondo
557,07-03-13,599.981041,699,12,7199.772492,WWI Projector 720p LCD56 Silver,Wide World Importers,Zamfara 
743,7/28/2012,272.3494988,699,12,3268.193986,WWI Projector 720p LCD56 Silver,Wide World Importers,Imo
